,Hips_Xposition,Hips_Yposition,Hips_Zposition,Hips_quatX,Hips_quatY,Hips_quatZ,Hips_quatW,LeftUpLeg_quatX,LeftUpLeg_quatY,LeftUpLeg_quatZ,LeftUpLeg_quatW,LeftLeg_quatX,LeftLeg_quatY,LeftLeg_quatZ,LeftLeg_quatW,LeftFoot_quatX,LeftFoot_quatY,LeftFoot_quatZ,LeftFoot_quatW,LeftToeBase_quatX,LeftToeBase_quatY,LeftToeBase_quatZ,LeftToeBase_quatW,RightUpLeg_quatX,RightUpLeg_quatY,RightUpLeg_quatZ,RightUpLeg_quatW,RightLeg_quatX,RightLeg_quatY,RightLeg_quatZ,RightLeg_quatW,RightFoot_quatX,RightFoot_quatY,RightFoot_quatZ,RightFoot_quatW,RightToeBase_quatX,RightToeBase_quatY,RightToeBase_quatZ,RightToeBase_quatW,Spine_quatX,Spine_quatY,Spine_quatZ,Spine_quatW,Spine1_quatX,Spine1_quatY,Spine1_quatZ,Spine1_quatW,Neck_quatX,Neck_quatY,Neck_quatZ,Neck_quatW,Head_quatX,Head_quatY,Head_quatZ,Head_quatW,LeftShoulder_quatX,LeftShoulder_quatY,LeftShoulder_quatZ,LeftShoulder_quatW,LeftArm_quatX,LeftArm_quatY,LeftArm_quatZ,LeftArm_quatW,LeftForeArm_quatX,LeftForeArm_quatY,LeftForeArm_quatZ,LeftForeArm_quatW,LeftHand_quatX,LeftHand_quatY,LeftHand_quatZ,LeftHand_quatW,LeftHandThumb_quatX,LeftHandThumb_quatY,LeftHandThumb_quatZ,LeftHandThumb_quatW,L_Wrist_End_quatX,L_Wrist_End_quatY,L_Wrist_End_quatZ,L_Wrist_End_quatW,RightShoulder_quatX,RightShoulder_quatY,RightShoulder_quatZ,RightShoulder_quatW,RightArm_quatX,RightArm_quatY,RightArm_quatZ,RightArm_quatW,RightForeArm_quatX,RightForeArm_quatY,RightForeArm_quatZ,RightForeArm_quatW,RightHand_quatX,RightHand_quatY,RightHand_quatZ,RightHand_quatW,RightHandThumb_quatX,RightHandThumb_quatY,RightHandThumb_quatZ,RightHandThumb_quatW,R_Wrist_End_quatX,R_Wrist_End_quatY,R_Wrist_End_quatZ,R_Wrist_End_quatW
00:00:00,3.434,35.2635,-9.3883,0.002655756373583773,-0.1171401019937511,-0.026796405988438812,0.9927502687428902,0.01621009138920489,0.03478910425583607,0.04704890649354954,0.9981549737190069,0.1305287359042679,8.651985669046831e-09,1.1390781049978062e-09,0.9914445264881107,-0.09151118197455026,0.16119635322500558,-0.07565545436634472,0.9797538933350568,-0.09087937678721555,0.0,0.0,0.99586190753275,-0.227414591370318,-0.011409016114210205,-0.06474767088759921,0.971576130366431,0.37421089127742363,-1.5613876743529005e-09,1.2919593573126158e-08,0.9273436304031836,0.009618818126123845,-0.065610849612013,0.09577621066992639,0.9931916291535868,-0.08597077436888959,1.7388674484940808e-08,-1.5004730732262735e-09,0.9962976593139288,-0.1561176979124872,-0.01581336043720309,-0.044102976428608144,0.986626641389906,0.18981889016311987,-0.023873586875632957,0.11185304486441765,0.9751347276871498,0.2011229884948919,0.06652457001909537,0.05459037349517769,0.9757786204894607,-0.26294985980735824,0.15277081435261625,-0.19473880772503985,0.9325209092964934,0.17991845198150316,-0.03735691450840507,0.1794751944432402,0.9664483773873036,0.1968513926973006,-0.10189332867654624,-0.6670236239299219,0.7112993489971298,-1.6671441955856288e-06,-0.5639361609804676,-3.8322489473613937e-07,0.8258183858062775,0.39612370567113364,0.191173045889055,0.08130143490759356,0.8943874736448608,-8.726646259971647e-09,7.615435494667714e-17,-8.726646259971647e-09,1.0,-4.569261296800628e-16,-1.7453292519943288e-08,-2.6179938779914937e-08,0.9999999999999996,0.051284952479797724,-0.04307046275304343,-0.08689796079985954,0.9939635472673078,0.0721998196156001,0.1989475594343449,0.44996806617778673,0.867603477438176,-3.5125315480594722e-06,0.8961416558599394,2.5509062417620125e-08,0.4437681068083501,0.3534898005686752,-0.3167417808093605,-0.03474697141629102,0.8794954537466517,0.0,0.0,0.0,1.0,8.726646259971647e-09,0.0,0.0,1.0
00:00:00.038462,3.3153,35.348,-8.9138,0.0016355766570590345,-0.12918804706355416,-0.03397695680614801,0.9910364977088871,0.039436284988694774,0.04956335421355231,0.05360766244942712,0.9965512891327273,0.10385930103446755,0.0,0.0,0.994591999559936,-0.08438360270534499,0.16102621937171,-0.07292833403581113,0.9806280754516881,-0.09198912746346613,-0.0,0.0,0.9957600114628575,-0.20151160592590664,0.00862001607523223,-0.039393915364857486,0.9786556531447879,0.29745403405514287,-2.5957761338007913e-09,-8.331644568143035e-09,0.9547361403153868,0.0009470464677843468,-0.03812897101982416,0.14244367330052363,0.9890677856489974,-0.08945842581694127,1.8163986579155898e-08,-1.025300134519549e-08,0.9959905572094319,-0.16859950984524533,-0.01784207772597849,-0.03644851390196274,0.984848907892323,0.19931337063537358,-0.030445858148445106,0.10778952588403895,0.9735135582606258,0.19849399728145695,0.09321612196691487,0.04451850201860397,0.974643006760269,-0.25269599505299944,0.14109258514096906,-0.1804335371545465,0.9400432730317854,0.17254084499333006,-0.020768273665873183,0.16271748565123925,0.971247319420376,0.200624834586149,-0.09448034606120354,-0.6681541046920404,0.7102064716254094,-1.4476841346050818e-06,-0.4826481244617171,-2.5839091282488187e-07,0.875814357013759,0.27661658966022745,0.12911133547523726,0.11117944587444775,0.9457550719883012,8.726646259971647e-09,7.615435494667714e-17,8.726646259971647e-09,1.0,0.0,0.0,1.7453292519943295e-08,0.9999999999999999,0.049372500831477394,-0.028563195390835086,-0.08422742515063908,0.9948126662257595,0.10964065932137282,0.2047360701874444,0.5003285104742041,0.8341063775049563,-3.280664111130607e-06,0.8255293643573399,-2.8369141500123076e-07,0.564359166287678,0.2829053072990404,-0.26544552336070876,-0.10825171694809001,0.9153058652754202,-8.726646259971647e-09,-8.726646259971647e-09,7.615435494667714e-17,1.0,-1.7453292519943295e-08,-8.726646259971646e-09,1.5230870989335428e-16,0.9999999999999999
00:00:00.076924,3.1759,35.252399,-8.2655,-0.009982025927865323,-0.13392365878760232,-0.03534822115545898,0.9903107169148793,0.0616083767695995,0.04844788781310608,0.05231405421168181,0.9955503251017505,0.10524097788497523,0.0,0.0,0.9944467489885087,-0.09343487616503213,0.16845282553375582,-0.07095114723968848,0.9787029703597977,-0.09065863497788519,-8.690710167178962e-09,7.911458378638965e-10,0.9958820271015772,-0.1511821397253824,0.03618007656701821,-0.02888914637587057,0.9874210752811249,0.21580401735481136,-3.766490641872442e-09,-1.7042035325376953e-08,0.9764366984569579,0.03841873126900903,-0.0022961140723914055,0.1912006984461568,0.9807961163572926,-0.08081041632662107,-0.0,0.0,0.9967294901893483,-0.16777059912469094,-0.0023575955048786576,-0.018147369574149523,0.9856561980682295,0.18759356272080213,-0.025329875772915626,0.09417300614810808,0.9773937269760195,0.21192918794714735,0.1285930818031877,0.017934586550143884,0.9686217988532452,-0.25491453021250615,0.08308270913652768,-0.14746551517561785,0.9520345411606986,0.15575731933437803,0.0015033432226241872,0.10910134433571658,0.9817506272455664,0.14908305088684337,-0.0417178284992787,-0.6388401663880325,0.7536027524716763,-1.9891544612971474e-06,-0.44983344565963573,4.156133131627631e-07,0.893112462773782,0.24082617707665382,0.09167438541167941,0.14091376004558173,0.9558984630826912,0.0,-8.726646259971647e-09,0.0,1.0,-8.726646412280356e-09,8.726646107662936e-09,1.745329244378894e-08,0.9999999999999999,0.05737539579004547,-0.0015641025832406762,-0.07836063350980765,0.9952714346634222,0.0909625821114528,0.1039585982764747,0.594183209665124,0.7923791591479795,-2.411216489605654e-06,0.7338466301200709,2.3424432585939537e-07,0.6793151871226986,0.19587485303690028,-0.2254788392630121,-0.14694075213055086,0.9429744165965933,-2.6179938856069294e-08,8.726646031508579e-09,8.726646031508579e-09,0.9999999999999997,-8.726646336126002e-09,8.726646183817292e-09,8.726646183817292e-09,1.0
00:00:00.115386,3.131206,34.894249,-7.691261,-0.02065962171634165,-0.13066184158844749,-0.025558096251808018,0.9908821559091859,0.05515758391342798,0.037595760458807435,0.040064765184236,0.9969649012493312,0.15729548147610492,0.0,0.0,0.9875515842259585,-0.1244917240282927,0.17444566467077394,-0.07311509636464378,0.9740250014294418,-0.08865407946221572,1.7384569745116065e-08,-1.5473055819403482e-09,0.9960624750459717,-0.10962507481303248,0.04920153463211083,-0.03126120902660758,0.9922622076710759,0.17557253810011428,1.012325030774073e-08,1.012325030774073e-08,0.984466497075997,0.01127635679293576,-0.0263258603016816,0.09393079189285307,0.9951667192944288,-0.0739059867154176,8.70278074152242e-09,-6.449514025596132e-10,0.9972652130339353,-0.160593666239189,0.03964137582535387,0.013567302333718147,0.9861309061143528,0.1600198355079675,-0.006878892956940375,0.05173368686294483,0.985733208692523,0.2436481490528641,0.13257551729470285,-0.0008610974936429858,0.9607593716369681,-0.2816909155386207,0.011504567055852257,-0.10182160317856878,0.9540179422662955,0.1320940723581417,0.011235557022781562,0.052096505362494404,0.9898034514161109,0.0033368543103406076,0.039305897149385254,-0.6006145162877699,0.7985650347197789,-1.525737983262438e-06,-0.46795406158556924,-3.0793197356732974e-07,0.8837527913637085,0.16639723558836553,0.08172441718546385,0.2230198430038876,0.9570241529087798,0.0,-0.0,-2.617993877991494e-08,0.9999999999999997,-2.6179938779914927e-08,9.138522593601254e-16,-3.490658503988657e-08,0.9999999999999991,0.08751221981097754,0.02442877168966767,-0.0600468147978022,0.9940519234577879,0.02681967284353387,-0.0588057650088253,0.6632547856096327,0.7455975298485188,-2.5525015849895475e-06,0.6458874889902925,-9.051992977004189e-08,0.763432611013763,0.16665820089928082,-0.21361446000698903,-0.2197104642434413,0.9371879312341089,2.6179938779914937e-08,-1.7453292519943288e-08,-4.569261296800628e-16,0.9999999999999996,1.745329244378894e-08,-8.726646412280356e-09,-8.726646412280356e-09,0.9999999999999999
00:00:00.153848,3.131243,34.664089,-7.477763,-0.028195986694865945,-0.12477582528751625,-0.028280303909883463,0.9913809581431786,0.0359545184071441,0.03782705142317388,0.04431258445952008,0.997653638115582,0.21661066243703692,-0.0,-0.0,0.9762580708596411,-0.14426311900531127,0.16691140983967656,-0.07793427599860397,0.9722422447028128,-0.08935588986224066,-0.0,0.0,0.9959997615195132,-0.10843039353472365,0.09517287373812991,-0.023952117675745555,0.9892478303848731,0.2013134153886861,0.0,0.0,0.979526880072488,-0.013329098091104073,-0.08279451598834602,0.08823268868501226,0.9925635475443104,-0.054331356815384715,8.713756663204313e-09,-4.741305317521621e-10,0.9985229610112125,-0.165006124747763,0.07757910632284551,0.03489674570113443,0.9826172592608706,0.16697861428760166,0.01888289212040439,0.042402584584950755,0.9848673004909227,0.25331228194106026,0.11282769571678476,-0.007601889289662711,0.9607523146869232,-0.29027157922056185,-0.03603342410219929,-0.08731970586251485,0.952270587392237,0.09505111610013389,-0.010157388534830045,0.0223603146557917,0.9951693971956559,-0.12488547107717665,0.07178150997345857,-0.5968555647965917,0.7893126558665479,-1.4721242042140842e-06,-0.48812750433950336,-2.3653383894749859e-07,0.8727723297086504,0.05095832292285762,0.05326925466043638,0.30547065501866527,0.9493436231182463,-7.615435494667714e-17,8.726646259971647e-09,8.726646259971647e-09,1.0,8.726646259971647e-09,0.0,0.0,1.0,0.10698463528401571,0.025270807080196897,-0.048243577511353795,0.9927679645070985,0.050809681675817606,-0.13810338301484731,0.6522343407624788,0.7435967970466194,-1.875786347252207e-06,0.6398493858641118,4.935615691370563e-07,0.7685003340308688,-0.056304163332602145,-0.18834274997625058,-0.2523005860898351,0.9474709831870974,0.0,0.0,2.617993877991494e-08,0.9999999999999997,-0.0,0.0,0.0,1.0
00:00:00.192310,3.494777,34.62711,-7.322206,-0.04032090135646017,-0.10414003012133922,-0.01445391617673238,0.993639855957522,0.05036567952276147,0.050826886881205534,0.031018640957158262,0.9969542465977798,0.20432705787024305,0.0,0.0,0.9789026782178555,-0.1396603305204067,0.1388554589407916,-0.06333797852168485,0.9783672388617984,-0.08889056795576017,8.692100942380236e-09,-7.757165423978901e-10,0.9960413982001463,-0.11731361767948124,0.06985524098394197,-0.045955077754676554,0.9895685379207392,0.24795434812402523,-2.1638098847002326e-09,-8.454128088073348e-09,0.9687717178192135,-0.019240590098161474,-0.0733672833751776,0.09246644118326681,0.992822742828609,-0.060439664689657426,-8.710692662592825e-09,5.274355738179394e-10,0.9981718524042851,-0.17275050269371078,0.06759632892219142,0.020242969072650302,0.9824348438132865,0.20120885871698768,0.015107347015004192,0.04484074243534498,0.9784048605039851,0.21930318661390566,0.07164461901478635,0.00913927961591586,0.9729797708458869,-0.26312236063038785,0.015493416534291819,-0.12381009754979881,0.956659624487778,0.09163087373647433,-0.05879237485816288,0.06914855915712215,0.9916479800833164,-0.09501992429966542,0.08343145888528171,-0.6238796367663166,0.7712227982124804,-1.5984780086014288e-06,-0.5301025355033623,-3.180125100574095e-07,0.8479335480155565,0.07823293040832398,0.0556598093487233,0.3291382810870419,0.9393878784325768,2.617993877991494e-08,2.284630648400314e-16,8.726646259971644e-09,0.9999999999999997,8.726646259971644e-09,2.617993877991494e-08,2.284630648400314e-16,0.9999999999999997,0.11282340832792706,-0.035022769579581184,-0.06725169469977772,0.990717665989788,0.106829848575982,-0.0404050405967567,0.604586041316527,0.7883086545210689,-2.912772844088201e-06,0.6945627089249806,-3.375822921145753e-07,0.7194321673112724,0.09697699263446966,-0.19348194485702158,-0.23602646553593695,0.9473392779150095,-8.726646107662936e-09,-1.7453292596097648e-08,8.726646412280356e-09,0.9999999999999999,-8.726646564589064e-09,1.745329236763458e-08,1.745329236763458e-08,0.9999999999999998
00:00:00.230772,3.835666,34.758038,-7.435145,-0.03916835923945743,-0.07115323039561544,-0.0044570253292274525,0.9966861052327216,0.06410622623140913,0.0414705807764681,0.021040664985924114,0.9968590036235716,0.15835995582891071,-0.0,-0.0,0.9873814482710648,-0.12257134205971242,0.11619062502215072,-0.05762302342012015,0.983948978318778,-0.09404717626850875,-8.687967511067206e-09,8.207164390444762e-10,0.9955677418618585,-0.14245609166161283,0.033863923134606407,-0.06648639319755434,0.9869848307740153,0.29298398357621647,-2.556767584506984e-09,-8.343697889155111e-09,0.9561173491616033,0.006990182260913723,-0.06369784952052196,0.09800444088113473,0.9931207634955561,-0.0894384610622188,-7.911175106220446e-09,-7.911175106220446e-09,0.9959923502130034,-0.17680790864312895,0.025740041108644314,-0.008142118564044296,0.9838750528549128,0.22022630624563116,-0.011253105134764579,0.051733817308667024,0.9740109618525373,0.2024954363004605,0.048226151765296085,0.03276387344833441,0.977546093624264,-0.26732176865488205,0.07307285235884309,-0.1568912254645953,0.9479370093121093,0.12443059066898503,-0.09751350528007836,0.10463371316302898,0.9818655358364894,-0.02870256634477961,0.0828949024286834,-0.6234462992168301,0.7769294110982033,-2.364431087754194e-06,-0.5723354231023334,1.4974098499603138e-07,0.820019611629295,0.18111048047786085,0.060152577057452694,0.30505026260985973,0.9330192916634047,-8.726646259971647e-09,-8.726646259971647e-09,7.615435494667714e-17,1.0,8.726646259971647e-09,8.726646259971647e-09,7.615435494667714e-17,1.0,0.09984680521622868,-0.06774183857420313,-0.06649346636587225,0.9904646776767708,0.09887996290603127,0.05218892867066589,0.5323666375714617,0.8390976295168315,-2.392435065947932e-06,0.7275373528530661,3.249087701949405e-07,0.6860680725684034,0.07666324404932519,-0.18837830999117144,-0.23371419484855932,0.9507965263204285,8.726646259971647e-09,-8.726646259971647e-09,-7.615435494667714e-17,1.0,-8.726646259971647e-09,-8.726646259971647e-09,7.615435494667714e-17,1.0
00:00:00.269234,4.013319,34.889229,-7.645655,-0.03429146872817874,-0.04655578072721904,-0.0013820246407379665,0.9983259710441454,0.06219096074993094,0.004213251020940828,0.013800968353089676,0.9979599521971572,0.1387802374667023,8.642200272488282e-09,1.2110860402467746e-09,0.9903232026407771,-0.11024249127035993,0.12799973183947455,-0.05789834983280767,0.9839260352557835,-0.09490202011827707,8.687259571647918e-09,-8.281763589289166e-10,0.9954866179801063,-0.1796287299871316,0.03317677658182749,-0.07584453360357328,0.980245085466541,0.34625564730392105,3.0216505495388244e-09,8.186817629772198e-09,0.9381401956584862,0.05114766071529753,-0.07047341268910977,0.12033397517898516,0.9889070478689728,-0.1194137128323233,-8.664203463432953e-09,1.0420812304775224e-09,0.9928445825946776,-0.1721925785326157,-0.018021125571198268,-0.02709135801203766,0.984525780897839,0.22534171448998624,-0.04748636384835399,0.04496871089647689,0.97208228664012,0.2048781161972672,0.05775092662954502,0.05022925277453137,0.9757903515318236,-0.29001430502982606,0.10608443946725268,-0.16616447776256343,0.9364972829169769,0.1399092351132911,-0.10300398411116551,0.1303830741052871,0.9761228606963858,0.032958952119470634,0.08894756960903984,-0.6291916406371294,0.7714401575548091,-2.3576957528423422e-06,-0.5670095322321316,1.6092870569126387e-07,0.82371122995399,0.16336922298518297,0.05610160132629062,0.3059704103202661,0.9362399346953171,3.0461741978670856e-16,1.745329251994329e-08,-1.745329251994329e-08,0.9999999999999998,0.0,1.7453292519943295e-08,-0.0,0.9999999999999999,0.06629614897121539,-0.05475179185767973,-0.0523216304402294,0.9949218607046666,0.06976632660438695,0.11411622006793218,0.4793939385931958,0.8673474503505734,-2.412089004004809e-06,0.7295673054302332,3.233872044544439e-07,0.6839090194180408,0.05889877364953972,-0.19742010553440031,-0.21716283459554045,0.954147022037902,3.4906584963732226e-08,-8.726646564589062e-09,-8.726646564589062e-09,0.9999999999999994,1.745329251994329e-08,-1.745329251994329e-08,-3.0461741978670856e-16,0.9999999999999998
00:00:00.307696,4.063803,34.945805,-7.80302,-0.03164636132725068,-0.05654448363046648,-0.0006849635475051578,0.9978981711630939,0.06417216142172169,0.0009494447797164915,0.010095433952403192,0.9978873255364992,0.1270023030966596,0.0,0.0,0.9919024221203133,-0.10383317512519162,0.14034526068997893,-0.058702072656513726,0.982891624855514,-0.09404252820486536,0.0,0.0,0.995568180934303,-0.2160703373898573,0.06339387803795356,-0.07163426775912915,0.9716806868566216,0.39018916804904674,-1.1439968990365068e-08,-1.1439968990365068e-08,0.9207347137678652,0.08287054823711645,-0.08085879513463369,0.12034316148661026,0.9859573271534944,-0.1012630301172982,0.0,-0.0,0.9948596879618066,-0.16724918220463506,-0.03338035189013604,-0.03067185853929131,0.9848719207355427,0.2298642615339883,-0.06317081292964609,0.03781329457951347,0.9704339361421183,0.20410091735439365,0.08511173557891051,0.04719430098015113,0.9741003572306272,-0.2994018994163328,0.1151055302692719,-0.16424009463406997,0.9328099543003997,0.15247622479714723,-0.08839471694182938,0.13755224748410247,0.9746880291151913,0.036896542323055316,0.1040156259231212,-0.6348811195759355,0.7646864447173306,-2.2330558493091197e-06,-0.5492967361528669,2.251474667859623e-07,0.8356273665018221,0.07783266534173201,0.03533422299809713,0.2911230946030438,0.9528593352009884,0.0,-0.0,-8.726646259971647e-09,1.0,-1.5230870989335428e-16,-1.7453292519943295e-08,-8.726646259971646e-09,0.9999999999999999,0.036613470618538035,-0.021809198109443203,-0.056083775835574626,0.9975161265539085,0.03763878230471466,0.12953047791466524,0.4891733715746859,0.8616928628577999,-2.298248646031783e-06,0.7232337464838914,3.6050297541123987e-07,0.6906033216988335,0.09220804326895352,-0.2180929808422825,-0.19871075424372484,0.9510242713052746,1.745329251994329e-08,1.745329251994329e-08,3.0461741978670856e-16,0.9999999999999998,2.6179938627606227e-08,1.745329274840635e-08,8.726646716897772e-09,0.9999999999999996
00:00:00.346158,4.116174,34.903782,-7.809942,-0.02471327989415703,-0.09421208119229744,0.009107744238341101,0.9952036909845029,0.07347214262204525,0.024905405606675732,-0.003902339279842609,0.9969786039721402,0.10126605137925539,-8.681785891464408e-09,-8.837130085308756e-10,0.9948593804342672,-0.09743936761050388,0.15302928069493435,-0.05878792947244173,0.9816473848780933,-0.09224872749004642,8.68943579904266e-09,-8.050220127381573e-10,0.9957359952700652,-0.251704563737889,0.10733592595275454,-0.07033286826143346,0.9592586195784241,0.42314086742042795,3.6926006681156364e-09,7.906899218562805e-09,0.9060639085178748,0.0908315740991262,-0.05602326073377131,0.13181057239635302,0.985513567845708,-0.08776590143870698,-8.692971247538799e-09,7.659019755431325e-10,0.9961411278250945,-0.16723495799554172,-0.009309313465825593,-0.010308378957781897,0.9858192242142,0.22469160372950245,-0.05938453438765991,0.007486106410434165,0.972589902528212,0.1991663089506548,0.11163114124367558,0.03250157397318486,0.973044149755227,-0.2956664231650081,0.09672477878149821,-0.1471521854934573,0.9389206130908939,0.15219082043862198,-0.053794692942437196,0.11377451151516815,0.9803057919419496,-0.027151746319584218,0.1437429629679018,-0.6198592378358739,0.7709573714146165,-1.6776421947456408e-06,-0.5653014117999733,-3.948636234173959e-07,0.8248844245189666,-0.018015137329701537,0.032308332741888296,0.32345162850394316,0.9455213749464254,-1.7453292519943295e-08,0.0,-0.0,0.9999999999999999,-0.0,1.7453292519943295e-08,0.0,0.9999999999999999,0.03212927539035859,0.013044210225530102,-0.06900262186930889,0.9970136390329091,0.014225134697253644,0.10031463809642192,0.538172240413824,0.8367229281992901,-2.0703994226557525e-06,0.7180753374194633,5.847697115991429e-07,0.695965379731848,0.10440482122991676,-0.20764401037026783,-0.2146464582524888,0.9486361242441509,-3.490658503988658e-08,-0.0,0.0,0.9999999999999994,-1.745329274840635e-08,2.6179938627606227e-08,8.726645803045512e-09,0.9999999999999996
