,Hips_Xposition,Hips_Yposition,Hips_Zposition,Hips_Zrotation,Hips_Xrotation,Hips_Yrotation,LeftUpLeg_Zrotation,LeftUpLeg_Xrotation,LeftUpLeg_Yrotation,LeftLeg_Zrotation,LeftLeg_Xrotation,LeftLeg_Yrotation,LeftFoot_Zrotation,LeftFoot_Xrotation,LeftFoot_Yrotation,LeftToeBase_Zrotation,LeftToeBase_Xrotation,LeftToeBase_Yrotation,RightUpLeg_Zrotation,RightUpLeg_Xrotation,RightUpLeg_Yrotation,RightLeg_Zrotation,RightLeg_Xrotation,RightLeg_Yrotation,RightFoot_Zrotation,RightFoot_Xrotation,RightFoot_Yrotation,RightToeBase_Zrotation,RightToeBase_Xrotation,RightToeBase_Yrotation,Spine_Zrotation,Spine_Xrotation,Spine_Yrotation,Spine1_Zrotation,Spine1_Xrotation,Spine1_Yrotation,Neck_Zrotation,Neck_Xrotation,Neck_Yrotation,Head_Zrotation,Head_Xrotation,Head_Yrotation,LeftShoulder_Zrotation,LeftShoulder_Xrotation,LeftShoulder_Yrotation,LeftArm_Zrotation,LeftArm_Xrotation,LeftArm_Yrotation,LeftForeArm_Zrotation,LeftForeArm_Xrotation,LeftForeArm_Yrotation,LeftHand_Zrotation,LeftHand_Xrotation,LeftHand_Yrotation,LeftHandThumb_Zrotation,LeftHandThumb_Xrotation,LeftHandThumb_Yrotation,L_Wrist_End_Zrotation,L_Wrist_End_Xrotation,L_Wrist_End_Yrotation,RightShoulder_Zrotation,RightShoulder_Xrotation,RightShoulder_Yrotation,RightArm_Zrotation,RightArm_Xrotation,RightArm_Yrotation,RightForeArm_Zrotation,RightForeArm_Xrotation,RightForeArm_Yrotation,RightHand_Zrotation,RightHand_Xrotation,RightHand_Yrotation,RightHandThumb_Zrotation,RightHandThumb_Xrotation,RightHandThumb_Yrotation,R_Wrist_End_Zrotation,R_Wrist_End_Xrotation,R_Wrist_End_Yrotation
00:00:00,3.434,35.2635,-9.3883,-3.014323,0.661831,-13.441646,5.327892,2.042107,3.897265,-0.0,15.000294,1e-06,-6.966449,-11.753856,17.968092,0.0,-10.428398,0.0,-8.390443,-26.130922,-3.296048,2e-06,43.951099,-1e-06,11.041185,0.374645,-7.595216,-0.0,-9.863701,2e-06,-5.544521,-17.858358,-2.708288,14.124484,21.398802,-5.486714,4.993007,23.563565,6.758243,-19.795087,-33.361065,12.621995,22.47963,19.533291,-8.345512,-87.941923,24.580483,7.433794,-0.000144,-0.000133,-68.656898,-0.513078,47.702584,24.35738,-1e-06,-1e-06,-0.0,-3e-06,-0.0,-2e-06,-9.749808,6.282817,-4.425992,52.139427,17.717362,17.109199,0.000362,-0.000176,127.310901,12.284696,40.075537,-44.10736,0.0,0.0,-0.0,0.0,1e-06,0.0
00:00:00.038462,3.3153,35.348,-8.9138,-3.837506,0.68875,-14.830921,5.929273,4.813608,5.445067,-0.0,11.9229,0.0,-6.775607,-10.893533,18.003511,0.0,-10.556101,-0.0,-4.597391,-23.272217,0.062083,-1e-06,34.609501,0.0,16.371038,-0.515043,-4.341279,-1e-06,-10.264903,2e-06,-4.729433,-19.316699,-2.881101,13.896606,22.42694,-6.350636,3.106095,23.279774,10.286457,-18.362385,-31.735992,11.81078,20.012487,19.171748,-5.863508,-88.325295,24.281809,8.446759,-0.000106,-0.000131,-57.716997,9.586185,33.499667,12.656329,1e-06,1e-06,-0.0,2e-06,0.0,0.0,-9.534549,5.914507,-2.795576,58.959231,22.816095,14.566898,0.000292,-0.000239,111.284395,-3.362685,35.124822,-31.280552,0.0,-1e-06,-1e-06,0.0,-2e-06,-1e-06
00:00:00.076924,3.1759,35.252399,-8.2655,-4.168447,-0.590311,-15.42471,5.681819,7.33887,5.207456,-0.0,12.082101,0.0,-6.302304,-11.934528,18.872528,-0.0,-10.402998,-1e-06,-2.771265,-17.496725,3.770331,-2e-06,24.925403,-0.0,22.103413,4.271566,-1.102948,0.0,-9.2703,-0.0,-2.220443,-19.307789,-0.651846,11.985904,21.219064,-5.222158,-1.244686,24.530085,15.395197,-16.090823,-30.65574,5.537609,12.975493,17.827829,-1.86819,-81.660867,16.140925,7.633711,-6e-05,-0.000225,-53.465997,14.937673,29.094212,7.059415,0.0,0.0,-1e-06,2e-06,-1e-06,1e-06,-9.023022,6.572094,0.339045,73.270738,15.527129,3.370838,0.000221,-0.000168,94.419695,-12.107347,25.82819,-24.109586,1e-06,-3e-06,1e-06,1e-06,-1e-06,1e-06
00:00:00.115386,3.131206,34.894249,-7.691261,-3.214943,-1.963542,-15.078949,4.371733,6.487871,4.071325,0.0,18.099902,-0.0,-5.897981,-15.546796,19.501952,0.0,-10.172364,2e-06,-3.012054,-12.746029,5.340901,1e-06,20.223956,1e-06,10.811358,1.002618,-3.125544,-0.0,-8.476731,1e-06,2.385247,-18.400487,4.990366,6.302196,18.346446,-1.81837,-4.299688,27.90106,16.781857,-12.89093,-32.671332,-2.411117,5.958453,15.228253,0.503479,-73.814578,-2.400593,3.832715,-0.000113,-0.000138,-55.803144,25.309618,20.790054,5.044537,-3e-06,0.0,-0.0,-4e-06,-3e-06,-0.0,-7.209895,9.848853,3.437532,83.175216,-2.178512,-7.08586,0.000181,-0.00023,80.464498,-21.886228,23.96928,-20.979662,0.0,3e-06,-2e-06,-1e-06,2e-06,-1e-06
00:00:00.153848,3.131243,34.664089,-7.477763,-3.622641,-2.799929,-14.435688,4.930067,4.306551,4.157293,-0.0,25.020077,-0.0,-6.235326,-17.850455,18.502603,0.0,-10.253106,-0.0,-1.571016,-12.655487,10.816497,0.0,23.227549,-0.0,9.967643,-2.353818,-9.331266,-0.0,-6.228982,1e-06,5.702852,-18.59407,9.962773,4.692803,19.299425,1.398448,-4.707436,29.014131,14.614595,-12.918679,-33.130055,-8.191563,2.710259,10.878659,-1.42768,-74.499544,-16.429405,-2.136676,-0.000106,-0.000134,-58.435164,35.410327,7.429046,4.048551,1e-06,-0.0,1e-06,-0.0,1e-06,0.0,-5.940992,12.121387,3.547633,81.673626,-6.003413,-15.852644,0.000181,-0.000129,79.561179,-29.956202,-0.667806,-22.664595,3e-06,0.0,0.0,0.0,-0.0,0.0
00:00:00.192310,3.494777,34.62711,-7.322206,-2.133781,-4.422953,-12.048676,3.269653,5.945229,5.667238,-0.0,23.580217,0.0,-5.105989,-16.909919,15.396107,-0.0,-10.199571,1e-06,-4.403446,-13.803934,7.542519,-1e-06,28.712988,-0.0,10.429474,-2.967702,-8.181773,-0.0,-6.930099,-1e-06,3.844213,-19.675675,8.538922,5.100186,23.271107,0.718363,-0.864725,25.344803,8.617101,-15.391905,-30.482393,-2.361588,8.638344,9.997216,-7.542878,-77.865823,-14.516893,0.599351,-0.000128,-0.000136,-64.024766,38.331739,10.580784,3.094985,1e-06,3e-06,-0.0,0.0,1e-06,3e-06,-7.397435,13.194827,-3.192481,75.646435,6.867468,-11.202245,0.000204,-0.000267,87.984762,-25.22066,15.966421,-19.4923,1e-06,-1e-06,-2e-06,2e-06,-1e-06,2e-06
00:00:00.230772,3.835666,34.758038,-7.435145,-0.830931,-4.441596,-8.199038,2.117186,7.443871,4.626663,-0.0,18.22343,-0.0,-5.037426,-14.74979,12.81687,-0.0,-10.792963,-1e-06,-7.289494,-16.601113,2.865249,-1e-06,34.073375,-0.0,11.276925,0.080148,-7.347656,-1e-06,-10.262606,-1e-06,-0.422955,-20.385384,2.921203,6.717985,25.330644,-2.835195,2.783335,23.519265,5.069136,-17.736087,-31.987712,3.694734,13.634461,12.940661,-12.896951,-77.088773,-8.508769,5.396827,-0.000141,-0.000232,-69.826486,36.189228,22.003193,0.108233,0.0,-1e-06,-1e-06,0.0,1e-06,1e-06,-6.938423,11.934787,-7.099045,64.902903,12.797572,-1.039884,0.000225,-0.000161,93.360674,-25.30235,13.522999,-19.364515,0.0,1e-06,-1e-06,0.0,-1e-06,-1e-06
00:00:00.269234,4.013319,34.889229,-7.645655,-0.341846,-3.918616,-5.351671,1.560505,7.137127,0.386462,-0.0,15.95454,1e-06,-5.055028,-13.400881,14.229808,-0.0,-10.891361,1e-06,-8.420304,-20.927903,2.319075,1e-06,40.516928,0.0,14.245738,4.830016,-8.756384,0.0,-13.716535,-1e-06,-3.627892,-19.759918,-2.729358,6.937491,25.710905,-7.178426,4.666544,23.931098,5.784561,-17.824499,-35.341608,7.205585,16.999736,14.257328,-14.189079,-78.085687,-3.501715,10.314123,-0.000138,-0.000233,-69.083907,36.141338,19.89128,0.309337,-2e-06,-0.0,2e-06,-0.0,-0.0,2e-06,-5.611519,7.911791,-5.911398,56.954574,13.322774,7.740729,0.000227,-0.000162,93.700264,-23.519866,11.428259,-20.993211,-1e-06,4e-06,-1e-06,-0.0,2e-06,-2e-06
00:00:00.307696,4.063803,34.945805,-7.80302,-0.283946,-3.616747,-6.495197,1.157035,7.35937,0.034616,-0.0,14.592802,0.0,-5.073228,-12.743726,15.685558,0.0,-10.792428,0.0,-7.110582,-25.403169,5.860941,-1e-06,45.932541,-1e-06,14.675645,8.276599,-10.444357,-0.0,-11.623812,0.0,-4.344683,-19.110458,-4.614073,6.554712,26.190608,-8.975215,3.588019,23.932689,9.226349,-17.208851,-36.611074,8.33755,17.862985,15.837843,-12.868619,-78.949248,-4.338372,11.918508,-0.000119,-0.000228,-66.637559,33.869634,9.723891,1.28011,-1e-06,0.0,-0.0,-1e-06,0.0,-2e-06,-6.350339,4.329454,-2.264688,58.104358,11.045698,10.948444,0.000219,-0.000152,92.644228,-20.485382,15.192272,-23.071107,-0.0,2e-06,2e-06,1e-06,3e-06,2e-06
00:00:00.346158,4.116174,34.903782,-7.809942,0.772888,-2.917938,-10.796022,-0.662655,8.41291,2.910741,-0.0,11.62416,-1e-06,-5.021787,-12.081026,17.189339,0.0,-10.585976,1e-06,-5.353032,-29.867639,11.340389,1e-06,50.066086,-0.0,15.884397,9.454399,-7.829103,-0.0,-10.070188,-1e-06,-1.422497,-19.240551,-1.323209,2.62727,25.860177,-7.59135,1.171548,23.256719,12.848037,-15.656682,-35.709872,6.691702,14.471043,16.627372,-8.407656,-76.357874,-12.712938,11.110571,-0.000146,-0.000133,-68.846449,37.797898,-0.754437,4.172344,-0.0,-2e-06,0.0,0.0,-0.0,2e-06,-7.972654,3.569916,1.748005,64.910436,7.572354,8.853128,0.000217,-0.000117,91.791609,-22.326999,16.691862,-21.376545,0.0,-4e-06,-0.0,1e-06,-2e-06,3e-06
00:00:00.384620,4.169751,34.769421,-7.67714,2.825258,-1.120889,-15.505662,-3.138956,8.27712,6.782231,0.0,8.550161,0.0,-5.994304,-11.676551,17.420153,0.0,-11.332514,-0.0,-4.542881,-34.215915,15.201059,-0.0,52.858393,-0.0,17.48183,8.86132,-0.405902,-1e-06,-10.553018,1e-06,3.380359,-18.921477,5.086133,-3.211712,22.5246,-4.084925,-1.604843,24.156106,15.475122,-13.038867,-34.983071,2.239029,7.925484,15.922238,-2.448676,-73.824755,-23.980514,4.856959,-0.000168,-0.000229,-76.175228,46.521347,-11.021086,8.732021,-3e-06,1e-06,1e-06,-2e-06,1e-06,0.0,-9.602757,5.300507,6.030584,72.425571,4.789478,1.130855,0.000203,-0.000276,88.256747,-32.04079,9.496751,-12.144178,-2e-06,0.0,-2e-06,-3e-06,-1e-06,-1e-06
00:00:00.423082,4.06771,34.622684,-7.392329,4.529241,0.118674,-16.211338,-4.30197,7.608572,7.105723,0.0,7.791001,-1e-06,-7.957213,-12.02105,16.417217,1e-06,-12.286575,-0.0,-6.097651,-35.068626,13.355944,2e-06,54.388079,1e-06,18.186582,3.923006,3.628515,-1e-06,-10.973112,0.0,6.634993,-18.228183,10.735965,-7.573548,19.309566,-0.551684,-3.587061,26.400027,16.551604,-9.660628,-34.819748,-4.555077,3.901844,11.737303,-0.323442,-75.438661,-27.122743,-6.056091,-0.000179,-0.000231,-82.665042,50.366501,-7.454309,7.863871,0.0,0.0,1e-06,-0.0,-1e-06,1e-06,-11.457706,7.970987,7.02786,79.284843,7.136569,-5.179401,0.000151,-0.000229,72.202879,-36.075242,4.475767,-8.192606,0.0,2e-06,0.0,1e-06,-0.0,-1e-06
00:00:00.461544,3.853575,34.461536,-7.040459,5.950432,-0.430654,-11.850842,-4.866721,7.327733,3.467876,-0.0,10.018257,-0.0,-8.23567,-13.24467,15.68291,-1e-06,-12.164502,1e-06,-10.172263,-31.07149,6.864503,-0.0,54.380829,-0.0,15.463734,-1.084096,5.576555,-2e-06,-11.443327,0.0,7.41341,-16.334131,13.636372,-10.961355,17.483397,1.482367,-2.476386,27.49416,12.864077,-7.484173,-33.504093,-8.402611,3.663229,6.342529,-3.403594,-72.844787,-19.262914,-13.168694,-0.000193,-0.000237,-85.588841,49.015309,0.335732,2.638106,1e-06,-0.0,1e-06,-1e-06,-1e-06,2e-06,-10.48477,9.324303,3.009583,84.169972,15.579428,-7.126519,7e-05,-0.000133,44.575867,-15.202078,-7.042038,-16.453407,-2e-06,0.0,-1e-06,-0.0,0.0,-0.0
00:00:00.500005,3.215094,34.311794,-6.486146,4.993396,-2.003334,-3.613796,-1.831964,6.537155,-0.182654,0.0,16.646158,-0.0,-7.619403,-15.494366,12.045013,0.0,-11.716574,1e-06,-10.062408,-20.428696,-0.254077,0.0,46.746586,1e-06,6.347901,-9.639635,0.704994,-0.0,-12.222126,-1e-06,3.803241,-16.222732,10.630296,-7.644335,18.569437,0.73608,1.100491,27.506703,6.125861,-10.364717,-33.506681,-7.251128,6.707048,2.929169,-10.327271,-69.343106,-11.35613,-13.605504,-0.000207,-0.0004,-89.368333,46.784071,19.443911,-7.853053,-3e-06,-0.0,-1e-06,-2e-06,-0.0,2e-06,-6.483175,11.475374,-0.215116,86.27675,9.988125,-12.203706,-0.0,-0.000101,28.374879,-18.830599,-13.478702,-18.355882,-1e-06,-0.0,-0.0,-1e-06,0.0,1e-06
00:00:00.538468,2.220471,34.17778,-6.09524,0.066831,-2.884569,7.286865,6.347788,-1.590841,-3.697384,-1e-06,32.511239,0.0,-9.352907,-17.241571,5.30429,0.0,-13.395963,1e-06,-2.495892,-10.606637,-3.415113,-0.0,36.008132,-0.0,1.660536,-16.361537,-10.525238,-0.0,-7.523345,1e-06,-2.994543,-16.571776,1.068335,4.017124,20.624243,-4.296437,2.365861,25.307731,4.225561,-16.608378,-35.545776,-4.062823,13.093861,3.31077,-16.727569,-70.64188,-7.241346,-9.702438,-0.000226,-0.000163,-93.617844,63.060172,52.006245,-26.143092,-1e-06,0.0,0.0,-1e-06,1e-06,0.0,-3.161622,15.962953,-7.036912,79.420285,-15.09451,-16.512587,7.8e-05,-0.000139,39.840681,-44.480425,-39.257533,-34.857939,1e-06,0.0,-0.0,1e-06,-0.0,-2e-06
00:00:00.576930,1.231229,34.163025,-5.78406,-6.768474,-4.671145,16.958702,15.650615,-14.868473,-5.324881,-3e-06,52.287311,-0.0,-14.668484,-10.128728,-0.421876,-1e-06,-19.799528,1e-06,7.724215,-8.335309,-1.503365,-0.0,33.078005,-0.0,4.279105,-15.095691,-20.345605,-0.0,-7.700641,-0.0,-6.837524,-14.734603,-8.753878,14.030218,21.65423,-11.813259,4.383899,22.797271,2.817926,-20.162109,-36.894896,4.628035,17.874067,4.21052,-19.87764,-72.260717,-4.303243,-1.362495,-0.00022,-0.000152,-94.108102,59.940156,61.166181,-22.893624,3e-06,-1e-06,0.0,1e-06,-1e-06,-1e-06,-1.718093,15.05155,-13.22005,71.543657,-25.865472,-19.372508,0.000106,-0.000229,60.155709,-43.386403,-30.853552,-30.053679,-0.0,0.0,2e-06,-2e-06,2e-06,0.0
00:00:00.615392,0.934784,34.205368,-5.51748,-8.560679,-5.54311,17.849373,18.444313,-22.585684,0.226825,2e-06,64.730686,2e-06,-14.033416,-7.256968,3.314357,-1e-06,-13.849631,-1e-06,8.848314,-6.318215,-7.409302,0.0,30.18055,-0.0,4.845513,-14.072775,-15.109866,-0.0,-8.065457,0.0,-7.041534,-15.571832,-11.679182,15.67337,25.112179,-15.874738,3.992648,22.317727,6.26218,-19.487484,-38.637113,7.274591,17.106391,6.029798,-18.11333,-72.705806,-2.841569,4.380566,-0.000207,-0.000408,-89.378045,22.684957,69.062092,11.330617,-0.0,1e-06,-0.0,0.0,-0.0,0.0,-3.648328,13.183523,-11.474506,65.97973,-30.373544,-21.715569,0.000176,-0.000229,78.737198,-44.299828,-23.381559,-26.718635,-0.0,-4e-06,-0.0,-1e-06,-2e-06,-0.0
00:00:00.653854,0.676293,34.318726,-5.099675,-7.393382,-5.512826,10.72317,21.250573,-23.336752,12.222436,-0.0,69.042496,-1e-06,-14.662246,-8.086759,3.889811,-2e-06,-12.897316,0.0,7.972992,-4.731548,-4.773293,0.0,29.438085,-0.0,4.300836,-13.672947,-10.855985,-1e-06,-8.385918,-0.0,-4.060405,-18.125183,-6.920229,10.197193,28.551623,-13.966098,3.075725,22.826849,9.84417,-16.478545,-39.735151,6.459508,15.735257,11.063624,-14.459312,-73.068032,-3.481669,4.235378,-0.000181,-0.000229,-82.493474,-28.461741,63.889337,60.359249,0.0,0.0,2e-06,3e-06,-2e-06,2e-06,-5.204379,11.931874,-7.443977,61.474318,-33.796883,-24.791034,0.000221,-0.000247,92.781638,-42.748324,-16.354188,-23.455407,-0.0,-1e-06,-0.0,-0.0,-1e-06,0.0
00:00:00.692316,0.507578,34.424736,-4.885432,-5.768331,-4.608402,0.119538,23.083406,-22.138716,21.005705,1e-06,67.2463,-0.0,-16.549905,-7.458121,2.718815,-1e-06,-12.900913,-2e-06,7.115617,-5.051952,2.995657,-0.0,29.845615,0.0,1.446889,-13.354079,-9.679174,0.0,-8.028625,-0.0,0.740222,-18.159475,0.864001,2.863585,28.159637,-8.790973,2.033231,22.945351,12.832418,-13.848954,-39.254835,6.334355,14.519575,15.132228,-10.731878,-74.815358,-5.242618,5.305981,-0.000167,-0.000228,-76.102903,-18.828661,59.108648,51.305144,-0.0,0.0,2e-06,-0.0,-0.0,3e-06,-7.270175,9.863842,-3.418289,58.48495,-33.338058,-25.265498,0.000244,-0.000169,100.826085,-42.242131,-9.454427,-20.805298,0.0,-1e-06,-1e-06,0.0,-1e-06,-1e-06
00:00:00.730778,0.678937,34.649529,-4.624288,-3.430171,-3.851741,-8.032227,20.51627,-21.383338,20.074612,1e-06,59.85861,1e-06,-17.281036,-6.861884,5.742699,-0.0,-12.908531,-2e-06,4.4275,-5.633925,7.513555,-0.0,29.677479,0.0,0.826989,-12.433127,-6.299667,-0.0,-8.490368,-0.0,3.562798,-17.396567,6.844098,-1.97039,26.904113,-4.153396,1.308187,23.435494,13.804742,-13.865919,-39.454181,5.484907,13.551145,17.587215,-9.333274,-77.100739,-5.955545,7.55116,-0.00015,-0.000132,-71.972913,-10.849715,57.361786,43.392311,-0.0,-1e-06,-2e-06,1e-06,-1e-06,-2e-06,-8.529887,7.198338,-1.155169,55.527225,-30.641533,-22.872879,0.000268,-0.000255,104.179639,-41.519808,-5.668207,-19.763934,0.0,1e-06,-2e-06,1e-06,2e-06,0.0
00:00:00.769240,0.950246,34.913677,-4.175904,-2.279931,-4.471569,-11.089467,16.653926,-19.971574,11.028297,-1e-06,49.144181,-0.0,-15.865264,-5.266128,11.477151,1e-06,-12.127072,-1e-06,1.989462,-3.469487,8.000617,0.0,26.910797,-0.0,1.741253,-11.381018,-3.220803,0.0,-9.098171,-1e-06,4.768918,-16.766675,9.411603,-3.651035,27.041808,-2.094286,1.367146,23.332058,12.83191,-15.056387,-39.329189,5.323558,14.320208,19.111583,-9.506693,-79.814865,-3.641777,8.260341,-0.00012,-0.00023,-66.667899,-1.493844,53.913992,34.12398,-0.0,-1e-06,-2e-06,3e-06,-3e-06,-2e-06,-9.231844,5.84779,-0.324981,54.691746,-27.510749,-17.689131,0.000267,-0.00016,105.198717,-41.609465,-3.481127,-18.023797,-1e-06,-1e-06,-3e-06,-1e-06,0.0,-1e-06
00:00:00.807702,1.101111,35.069477,-3.652941,-2.463366,-3.950678,-11.254636,15.045016,-18.537892,1.116477,-2e-06,36.729325,1e-06,-18.06877,-2.055543,13.156831,0.0,-11.796639,-0.0,1.665225,-1.3963,8.787303,-0.0,23.334534,-0.0,2.584106,-10.590545,-3.563148,-0.0,-9.185602,0.0,3.440174,-17.438774,8.621677,-1.163932,26.368582,-1.671464,1.553115,22.896578,11.966795,-15.293572,-37.620532,6.074268,15.925054,19.051319,-10.231329,-82.877871,1.537335,8.725687,-0.000102,-0.000232,-59.7599,6.607738,45.520496,23.875886,-1e-06,-3e-06,2e-06,-3e-06,-1e-06,1e-06,-10.468286,5.311299,0.267155,56.799071,-22.621329,-12.700182,0.000274,-0.000258,104.483671,-42.62845,5.043224,-13.022847,-1e-06,1e-06,2e-06,-1e-06,0.0,2e-06
00:00:00.846164,1.252691,35.142437,-3.072528,-2.574659,-2.984906,-11.477491,14.433752,-16.312288,-6.245496,-0.0,25.470301,-1e-06,-21.308735,2.305621,11.911512,-1e-06,-12.228877,1e-06,1.556015,-0.426202,10.193451,-0.0,21.363459,0.0,2.792454,-10.37905,-4.64796,-0.0,-9.136034,0.0,2.55406,-18.37368,7.941946,0.049068,25.114308,-1.604341,2.445045,23.113174,11.008703,-15.290034,-36.742702,7.976836,17.897923,19.188249,-11.285597,-85.160465,7.267152,9.26402,-0.000112,-0.00014,-54.854404,11.976115,34.955095,17.173766,1e-06,-0.0,2e-06,-0.0,-0.0,1e-06,-10.211561,5.324741,-0.342994,61.95541,-18.281372,-8.204088,0.000258,-0.000167,103.403012,-41.113682,10.927615,-9.256353,3e-06,-2e-06,-2e-06,1e-06,-2e-06,-3e-06
00:00:00.884626,1.564612,35.156601,-2.299258,-1.351516,-3.324295,-11.922105,11.984999,-12.305461,-6.016237,-0.0,17.717118,0.0,-19.237002,7.894881,11.761323,1e-06,-12.380328,-0.0,-0.572024,0.813622,10.356939,-0.0,21.413915,0.0,3.1559,-11.442469,-4.137083,-0.0,-9.345263,0.0,0.977439,-19.406024,6.66461,0.660656,24.827791,-1.799626,1.969619,24.051169,12.013395,-16.103399,-36.526311,8.434003,18.284001,19.520944,-11.204069,-86.705222,11.353831,9.551166,-6.3e-05,-0.000222,-51.351961,14.697517,28.155971,13.027225,1e-06,1e-06,1e-06,1e-06,-1e-06,-0.0,-9.07488,5.71371,-0.946868,68.726811,-15.314703,-5.333815,0.000255,-0.000166,101.272711,-41.326729,19.236444,-6.111185,1e-06,6e-06,3e-06,1e-06,3e-06,3e-06
00:00:00.923088,2.048519,34.984436,-1.381621,0.337764,-4.464323,-11.538704,8.43529,-7.867639,-2.132132,-1e-06,13.329503,1e-06,-10.988388,5.759264,11.448172,0.0,-9.563991,0.0,-3.701127,1.482827,8.19234,-0.0,24.746754,-0.0,3.431393,-14.349966,-2.150746,-0.0,-9.95014,0.0,0.57137,-19.678122,5.607892,-0.015229,23.778878,-2.616989,-0.908741,25.306232,16.000618,-15.673459,-34.800237,6.739282,14.624851,18.4753,-8.199801,-84.930397,8.61345,10.192649,-6.4e-05,-0.000129,-48.266027,18.343187,28.145376,7.763651,-1e-06,-0.0,-1e-06,-4e-06,1e-06,-1e-06,-8.096361,6.067617,-1.159921,76.021904,-15.155678,-7.016971,0.00025,-0.000267,98.390207,-43.684367,24.621311,-3.818339,0.0,1e-06,-1e-06,0.0,1e-06,-3e-06
00:00:00.961550,2.85011,34.733696,-0.460397,4.844691,-6.994302,-11.817248,2.466379,-2.970328,0.120734,-0.0,9.490307,-0.0,-11.817018,4.88662,9.133277,0.0,-9.70164,0.0,-10.654194,0.990645,6.061357,-0.0,31.456631,0.0,3.88716,-18.009373,0.942446,-0.0,-10.131579,0.0,2.814222,-18.925747,7.773062,-6.505281,22.840518,-2.046386,-4.377367,27.659684,20.112359,-13.331963,-35.036654,3.644603,6.554988,15.412588,-3.97602,-75.943248,-2.468269,10.698218,-6.9e-05,-0.000129,-47.34082,30.198268,29.066519,2.099843,1e-06,-1e-06,-0.0,0.0,-0.0,1e-06,-5.64669,8.836046,-0.428535,79.570611,-17.560259,-10.065944,0.000227,-0.000171,94.995268,-47.985351,22.011354,-4.50924,1e-06,-1e-06,0.0,1e-06,-1e-06,0.0
00:00:01.000012,3.585977,34.571255,0.258362,10.653842,-10.696814,-13.101789,-5.022655,0.887048,-0.075472,-1e-06,8.560012,-1e-06,-14.343599,4.409929,10.231523,1e-06,-10.224803,-0.0,-19.01935,0.278105,6.138173,-0.0,38.080272,-0.0,4.503997,-20.310379,2.576892,-0.0,-10.187476,-1e-06,5.789241,-18.337072,12.212768,-15.055065,24.950053,0.88048,-7.272739,28.354741,24.053423,-10.050177,-34.578915,-0.746982,2.947785,12.90176,-3.440599,-68.446309,-13.603984,7.054111,-7e-05,-0.000131,-45.848502,37.902523,18.773863,2.374057,1e-06,-1e-06,1e-06,2e-06,0.0,1e-06,-7.026536,13.557587,2.070849,81.366609,-16.968654,-11.976821,0.000221,-0.000153,92.755369,-47.678235,13.34657,-10.426338,-2e-06,-2e-06,1e-06,0.0,-5e-06,1e-06
00:00:01.038474,3.917967,34.478382,0.506066,12.916084,-13.352963,-13.598926,-8.05269,1.861883,2.034717,0.0,11.176317,0.0,-14.908423,3.995049,8.33552,0.0,-10.778064,0.0,-22.756628,1.199076,6.220738,1e-06,40.000586,2e-06,3.179646,-21.70475,2.483484,0.0,-9.916437,-1e-06,7.756901,-18.336036,14.249969,-19.083615,28.734121,2.731127,-8.235222,26.965283,25.077463,-9.997616,-33.266754,-2.088629,3.739682,10.796108,-6.032273,-65.281179,-18.989229,5.638702,-6.9e-05,-0.000129,-47.34513,38.038071,6.904972,5.532707,-0.0,0.0,-0.0,0.0,0.0,-0.0,-10.237319,12.670996,3.735763,80.9477,-12.623296,-13.260945,0.000224,-0.000259,93.499382,-45.272697,12.293456,-9.687124,1e-06,1e-06,-1e-06,-0.0,1e-06,-0.0
00:00:01.076936,3.962547,34.479259,0.443391,12.477285,-13.197808,-13.024939,-7.644228,-0.330402,1.751922,1e-06,15.258991,0.0,-13.637869,3.097951,8.002779,-1e-06,-10.922835,-0.0,-22.126044,2.866658,6.685117,1e-06,37.156779,-1e-06,3.208583,-22.581801,1.419601,1e-06,-8.929992,-2e-06,8.599521,-18.973449,13.34448,-19.688191,30.627101,1.681891,-8.245401,25.362079,25.033485,-11.844239,-33.257065,-0.95347,4.715408,10.674473,-6.48877,-62.882656,-19.678511,6.007514,-6.8e-05,-0.000224,-52.18467,38.588598,9.217652,3.464096,-2e-06,2e-06,-0.0,-3e-06,2e-06,0.0,-10.662376,9.699482,4.12331,78.286085,-12.507942,-10.968593,0.000237,-0.000267,96.221075,-45.003816,12.546952,-4.655589,-2e-06,-0.0,-1e-06,0.0,3e-06,-0.0
00:00:01.115398,3.724093,34.547783,0.15396,9.563958,-11.090657,-13.176602,-4.098939,-4.248692,1.095153,-0.0,19.678046,0.0,-12.464542,1.924143,8.249317,0.0,-10.628928,-0.0,-17.436609,2.861619,9.597654,0.0,34.154327,-0.0,4.704355,-21.546595,-1.120436,-0.0,-8.845515,0.0,9.16824,-18.913277,11.917714,-17.628197,29.626127,-0.524255,-7.787173,24.636376,24.451842,-11.812057,-33.845073,1.061642,5.495463,11.635423,-6.360239,-62.058136,-21.005907,7.594258,-0.000116,-0.000134,-57.479573,43.134933,19.078399,-0.013946,-0.0,-1e-06,-0.0,-1e-06,0.0,4e-06,-10.619736,7.246957,5.568765,76.841452,-15.97279,-8.509262,0.000247,-0.000265,97.835145,-51.781611,18.917189,-3.731996,0.0,1e-06,2e-06,-2e-06,-3e-06,3e-06
