0.000000 35.000000 0.000000 1.797438 -0.723314 -15.803018 -2.473709 7.876471 6.797077 -0.758192 9.762555 0.789217 -5.800115 -11.593497 16.647738 -0.213865 -11.559746 -0.372302 -6.378549 -34.756576 14.482279 -0.699726 54.738388 0.602368 19.817433 8.611274 1.360514 0.804875 -9.052972 1.220573 3.728908 -19.474269 4.693733 -3.408500 23.963792 -3.135082 -2.489992 24.031121 16.712651 -13.502515 -34.558363 0.990359 7.078813 16.422368 -2.524953 -75.170869 -24.685107 5.714647 0.862315 0.037841 -77.816179 45.634410 -11.039509 8.608699 0.149980 -0.571416 -0.764544 0.478193 -0.091221 0.562386 -9.006360 5.169797 6.466825 74.009234 5.593704 1.313944 0.680920 -0.323333 86.744100 -31.398223 10.684939 -11.571142 -0.195678 0.183762 -0.025859 -1.122041 -0.013715 -0.689449
0.000000 35.000000 0.000000 3.729997 -1.152976 -18.418973 -2.736740 6.260038 6.584753 -0.183261 8.193255 0.307532 -9.217635 -11.024483 14.099376 -0.797180 -12.089566 0.260915 -7.715474 -36.211263 11.366502 0.492002 54.552581 -0.743391 18.700386 1.912394 1.002305 0.429194 -9.979673 0.488981 6.247352 -18.330785 10.541108 -7.674179 20.008809 -0.189351 -3.275543 25.676890 14.629251 -10.451609 -34.074481 -7.786759 4.156634 11.297386 -2.190615 -75.063486 -27.578839 -3.650374 1.416252 -0.388314 -83.326912 49.047973 -9.092336 7.594232 0.599646 -0.191832 0.125302 0.111414 -0.058877 -0.348268 -11.830584 7.033845 7.043660 78.704201 6.458322 -4.140854 -0.001757 -0.556234 72.120532 -35.996074 4.449137 -7.638555 -0.782087 0.467345 0.261123 -0.425055 0.732640 0.278304
0.000000 35.000000 0.000000 3.664246 -1.226775 -14.691910 -3.363687 6.843822 2.741975 -0.260169 9.316862 0.752119 -7.706975 -12.266819 16.381223 0.119471 -10.844034 -0.573018 -11.733353 -32.023142 5.574376 -0.174609 56.548463 -0.202334 17.873833 -0.987755 4.429376 -0.575274 -11.374568 -0.675839 5.900866 -15.947553 12.662152 -8.735880 16.997992 1.688733 -1.927614 25.710838 13.309326 -7.319498 -31.027518 -8.847750 3.644461 6.154270 -5.052693 -72.458160 -18.777542 -12.197957 0.761100 -0.035642 -86.659204 47.208966 -1.001042 2.766628 0.449230 -0.367345 0.410676 -0.649384 -0.317715 0.133721 -11.303485 8.197250 2.290040 84.408140 14.489575 -7.005549 -0.111753 -0.243044 44.687877 -12.246086 -5.677858 -15.886508 -0.036269 0.435158 0.352956 -0.296858 -0.019604 0.045269
0.000000 35.000000 0.000000 4.054239 -2.205889 -5.897575 -1.390091 7.740890 0.438707 -0.070080 14.503724 -0.171645 -7.764980 -17.688298 11.749907 -1.169835 -10.926039 0.428651 -11.256461 -19.207517 -2.262617 0.048123 47.642592 -0.121175 5.736527 -11.359957 0.856603 0.064955 -10.399767 1.060835 2.896246 -16.608013 10.660657 -8.448290 19.995640 2.093043 1.807757 27.206412 5.151134 -9.762608 -33.876480 -10.102163 7.163219 2.834682 -13.797927 -68.416364 -11.285224 -13.219400 1.468080 -0.321374 -89.903192 47.699208 22.594871 -9.257490 0.402821 0.495401 0.351267 -0.302782 -0.213054 -0.197886 -6.346903 11.514347 -1.063212 86.198270 11.733499 -11.233803 0.256369 -0.835743 30.379013 -19.103375 -15.377866 -20.426218 -0.522717 0.326692 -0.274603 -0.290506 0.977948 -0.080017
0.000000 35.000000 0.000000 -1.759688 -2.398022 5.315152 6.327865 -1.188635 -5.051879 -0.324124 33.071299 0.693814 -10.269657 -17.150094 6.507239 -0.031702 -14.013752 0.452031 -2.237602 -12.908528 -4.024463 0.012147 39.000878 -0.313642 3.945997 -14.620102 -13.486903 0.130474 -8.544386 -1.223890 -3.509741 -16.947448 0.873842 5.904909 22.346673 -4.745873 2.310375 24.529862 4.808400 -15.677142 -35.111946 -2.392958 12.641833 1.874852 -16.848557 -69.649874 -6.479593 -8.519631 0.057533 -0.314777 -95.160967 61.050950 52.755899 -24.872653 0.173407 -0.079270 0.188682 0.264119 -0.140782 -1.250968 -4.042633 14.410871 -6.459713 78.879307 -15.961301 -15.235952 0.477458 0.272802 41.805542 -39.971933 -36.190589 -30.166611 -0.075237 -0.597136 -0.396129 -0.624351 0.307613 0.324295
0.000000 35.000000 0.000000 -5.773534 -4.280718 15.231247 14.989325 -13.542833 -5.762730 -0.433395 48.911769 0.554210 -12.393349 -10.866986 2.008242 -0.376814 -15.997023 0.187839 7.289429 -7.211928 -4.687273 0.727705 31.633556 -0.545050 4.832299 -15.028488 -18.711156 0.486882 -8.224706 -0.376538 -8.248773 -15.418942 -9.811240 15.618892 22.072197 -12.052007 4.767655 22.929608 4.031338 -18.029403 -36.351358 5.119060 16.970585 3.781307 -19.402522 -72.221670 -3.580857 -0.249078 0.257030 -0.291706 -95.564975 55.388674 63.550007 -20.002008 0.338907 -0.015787 0.604139 -0.097315 -0.328159 -0.381924 -1.564808 14.519598 -12.242177 70.939957 -27.170171 -19.953428 0.298649 0.168742 62.169016 -44.415821 -32.888636 -31.259634 -0.023283 0.149217 -0.131358 0.136266 0.302807 0.421977
0.000000 35.000000 0.000000 -8.081885 -5.811625 14.793069 19.813441 -21.097845 3.546209 -0.301214 62.507343 0.316209 -14.397603 -8.480804 1.483685 -0.669512 -15.074051 0.081716 9.692009 -5.301946 -6.001080 0.778556 29.939048 -0.109727 4.245544 -15.101946 -16.533775 0.053384 -7.734023 0.311480 -7.350253 -15.396782 -11.230207 15.334484 24.063473 -14.193004 4.618481 22.409530 6.029303 -18.591206 -37.264117 6.143487 17.613075 6.892332 -19.343666 -71.768350 -0.931805 4.202605 0.518723 -0.310155 -89.851681 13.721580 69.780247 19.372163 0.552810 0.110279 0.229518 -0.769117 -0.104073 0.392773 -3.019018 13.495896 -12.344315 65.757560 -31.134916 -22.735787 -0.003678 -0.355165 80.622485 -43.823622 -23.622563 -27.806717 0.079859 0.478425 0.108250 0.171521 0.312074 0.298544
0.000000 35.000000 0.000000 -8.184273 -5.952260 7.655026 22.161759 -22.947652 13.773312 -0.258239 71.639154 0.394289 -15.910547 -8.471244 3.445782 -1.007762 -14.178615 0.099578 8.624170 -5.334730 -4.583590 0.350105 29.942987 0.275504 3.068222 -13.963737 -13.215316 -0.170713 -7.550193 0.303008 -3.119510 -16.498245 -5.471716 9.410772 27.132474 -11.725569 2.555951 22.432223 9.978239 -17.192117 -37.932737 5.110784 16.354797 10.395627 -16.403278 -71.768081 -2.775482 5.415322 0.755695 -0.409538 -83.671312 -18.927645 69.132283 51.328803 0.286718 0.106058 0.138001 -0.940764 0.369518 0.571224 -6.418512 11.285524 -7.870375 60.951411 -32.510413 -24.346200 -0.021813 -0.775164 93.243735 -43.100561 -16.321437 -24.327866 -0.048087 0.505961 0.249677 -0.172175 0.574858 0.087387
0.000000 35.000000 0.000000 -7.046732 -5.435586 -1.814306 21.945944 -22.075844 18.539875 -0.217460 70.018370 0.408849 -16.378934 -8.808543 6.161262 -0.708366 -12.957484 0.179060 6.708449 -5.757559 -0.189843 0.094638 29.942541 0.402212 3.293740 -11.729604 -9.358014 -0.141230 -7.940904 0.027381 1.517685 -17.458420 1.941735 2.788454 29.119803 -7.394243 1.174505 22.524883 12.442358 -15.112574 -38.506570 4.570480 14.948464 14.210887 -12.863143 -74.057663 -5.339566 5.919187 0.812625 -0.317097 -76.809620 -21.427732 62.823180 53.810585 -0.108640 0.019772 0.231232 -0.603066 0.333541 0.195950 -8.934805 8.603912 -3.175632 57.007496 -32.500399 -24.102899 -0.035606 -0.497244 100.813094 -42.518324 -11.370811 -21.356904 0.098264 0.310393 0.037526 -0.449290 0.582749 0.048383
0.000000 35.000000 0.000000 -5.548070 -5.007878 -8.228408 19.985735 -20.477111 16.898852 -0.112231 59.535132 0.200642 -16.815188 -7.860584 8.758739 -0.345237 -11.957285 0.299092 4.881743 -5.510701 4.995661 0.116536 28.898352 0.280875 4.038656 -9.977000 -5.639013 -0.037038 -8.584470 -0.069185 4.343864 -18.020076 7.129761 -1.829644 29.436649 -3.674318 1.263900 22.823594 12.732106 -13.714062 -38.754662 5.153977 14.523082 17.597729 -10.198049 -77.804157 -5.767833 6.681285 0.691073 -0.197318 -69.844558 -12.020195 54.776632 43.976419 -0.344522 -0.030485 0.316792 -0.241934 0.017617 -0.153270 -9.908107 6.212015 -0.237553 55.317176 -30.480443 -21.088517 -0.015966 -0.049909 104.190099 -41.556697 -6.492793 -18.470947 0.292457 0.104100 -0.269530 -0.392923 0.532220 0.171791
