0.203
0.800
1.269
1.867
2.464
3.008
3.680
4.299
4.896
5.504
6.101
6.635
7.243
7.861
8.523
9.067
9.675
10.347
10.955
11.563
12.096
12.704
13.301
13.835
14.432
15.040
15.584
16.096
16.704
17.312
17.856
18.517
19.136
19.733
20.277
20.885
